cluster_hdbscan,variable,count,media,mediana,desviacion_estandar,minimo,p25,p75,maximo,coeficiente_variacion
15,log_acs_proyec_kwh,281,7.949152905658742,7.912313265567924,0.10949934073332682,7.670148632278897,7.9107373366349965,8.004064918587572,8.3268072043402,0.013774969739904967
16,superficie_util,75,51.61333333333334,51.1,2.4786838995470712,46.3,50.0,54.0,55.7,0.048024100352888226
16,u_norm_muro_principal,75,1.5999999999999996,1.6,4.470797433691216e-16,1.6,1.6,1.6,1.6,2.7942483960570107e-16
16,u_norm_muro_secundario,75,1.5999999999999996,1.6,4.470797433691216e-16,1.6,1.6,1.6,1.6,2.7942483960570107e-16
16,u_norm_techo_principal,75,0.32999999999999996,0.33,5.58849679211402e-17,0.33,0.33,0.33,0.33,1.6934838763981882e-16
16,u_norm_techo_secundario,75,0.32999999999999996,0.33,5.58849679211402e-17,0.33,0.33,0.33,0.33,1.6934838763981882e-16
16,log_calef_proyec_kwh,75,9.183620418707243,9.21890360263667,0.18868596282274944,8.595227730221579,9.098227168781081,9.2793629624199,9.63010935679302,0.020545923526890535
16,log_acs_proyec_kwh,75,7.998010866139642,7.9913554475297435,0.037444346049810735,7.913667312361326,7.974085393729522,8.03378816322624,8.057282457118353,0.00468170732404666
17,superficie_util,104,79.77884615384616,77.8,15.001719468288552,47.0,74.9,93.4,103.4,0.18804131911558508
17,u_norm_muro_principal,104,1.6999999999999995,1.7,4.462397755022017e-16,1.7,1.7,1.7,1.7,2.624939855895305e-16
17,u_norm_muro_secundario,104,1.6999999999999995,1.7,4.462397755022017e-16,1.7,1.7,1.7,1.7,2.624939855895305e-16
17,u_norm_techo_principal,104,0.37999999999999995,0.38,5.577997193777522e-17,0.38,0.38,0.38,0.38,1.467893998362506e-16
17,u_norm_techo_secundario,104,0.37999999999999995,0.38,5.577997193777522e-17,0.38,0.38,0.38,0.38,1.467893998362506e-16
17,log_calef_proyec_kwh,104,8.885920202572208,8.939619347422653,0.5182851461829421,7.848855689764867,8.396188722320016,9.252656722589233,9.932337365640183,0.0583265586869567
17,log_acs_proyec_kwh,104,7.785963022278936,8.048500702250562,0.560509126513548,6.370585679876545,7.080026499922591,8.184793900967207,8.32290431100613,0.07198969798722318
18,superficie_util,332,84.7578313253012,81.1,25.99322184704293,42.4,63.1,97.0,194.0,0.3066763441277862
18,u_norm_muro_principal,332,1.9,1.9,0.0,1.9,1.9,1.9,1.9,0.0
18,u_norm_muro_secundario,332,1.9,1.9,0.0,1.9,1.9,1.9,1.9,0.0
18,u_norm_techo_principal,332,0.4699999999999999,0.47,5.559494169590156e-17,0.47,0.47,0.47,0.47,1.1828710999127993e-16
18,u_norm_techo_secundario,332,0.4699999999999999,0.47,5.559494169590156e-17,0.47,0.47,0.47,0.47,1.1828710999127993e-16
18,log_calef_proyec_kwh,332,9.490087654860009,9.467658480568218,0.41556878596926383,8.157800271410457,9.26306017499207,9.726677898281846,10.580286831357515,0.043789773191024756
18,log_acs_proyec_kwh,332,8.158129116153917,8.172192692323142,0.18472896477583275,7.694529405320707,7.9991750970687425,8.280026352843096,8.63430044322659,0.022643545124831476
19,superficie_util,159,61.4874213836478,53.4,14.902594040348767,42.6,49.65,75.2,97.5,0.2423681739288553
19,u_norm_muro_principal,159,1.699999999999999,1.7,8.909846776237992e-16,1.7,1.7,1.7,1.7,5.241086338963527e-16
19,u_norm_muro_secundario,159,1.699999999999999,1.7,8.909846776237992e-16,1.7,1.7,1.7,1.7,5.241086338963527e-16
19,u_norm_techo_principal,159,0.37999999999999995,0.38,5.568654235148745e-17,0.38,0.38,0.38,0.38,1.4654353250391437e-16
19,u_norm_techo_secundario,159,0.37999999999999995,0.38,5.568654235148745e-17,0.38,0.38,0.38,0.38,1.4654353250391437e-16
19,log_calef_proyec_kwh,159,9.241219592456845,9.40150603742403,0.6977998729032566,7.430529236263969,8.9490427662593,9.783359524270205,10.109826697394686,0.07550950022579665
19,log_acs_proyec_kwh,159,8.01999137694282,7.99930938383834,0.34456682810324324,6.57702651698799,7.937303265040725,8.219257279108174,8.437998457444689,0.04296349109474858
20,superficie_util,219,51.12876712328767,44.8,12.641193178921208,38.7,41.8,56.25,102.1,0.24724228433749013
20,u_norm_muro_principal,219,1.5999999999999999,1.6,2.225532988447111e-16,1.6,1.6,1.6,1.6,1.3909581177794447e-16
20,u_norm_muro_secundario,219,1.5999999999999999,1.6,2.225532988447111e-16,1.6,1.6,1.6,1.6,1.3909581177794447e-16
20,u_norm_techo_principal,219,0.32999999999999996,0.33,5.563832471117778e-17,0.33,0.33,0.33,0.33,1.6860098397326602e-16
20,u_norm_techo_secundario,219,0.32999999999999996,0.33,5.563832471117778e-17,0.33,0.33,0.33,0.33,1.6860098397326602e-16
20,log_calef_proyec_kwh,219,9.188368496546667,9.182712204858708,0.4121540043180265,8.408761297233925,8.831169889541744,9.549728928747307,9.882856181927055,0.044856059535806535
20,log_acs_proyec_kwh,219,7.963378118908699,7.888334500738654,0.16651025080093163,7.736438092334775,7.833283216208774,8.063786879720482,8.465436631843202,0.02090949950066545
21,superficie_util,167,49.24251497005988,50.6,6.336187968658453,29.7,45.7,52.3,65.3,0.12867311859499747
21,u_norm_muro_principal,167,1.6999999999999993,1.7,6.681372292678561e-16,1.7,1.7,1.7,1.7,3.930218995693273e-16
21,u_norm_muro_secundario,167,1.6999999999999993,1.7,6.681372292678561e-16,1.7,1.7,1.7,1.7,3.930218995693273e-16
21,u_norm_techo_principal,167,0.37999999999999995,0.38,5.567810243898801e-17,0.38,0.38,0.38,0.38,1.465213222078632e-16
21,u_norm_techo_secundario,167,0.37999999999999995,0.38,5.567810243898801e-17,0.38,0.38,0.38,0.38,1.465213222078632e-16
21,log_calef_proyec_kwh,167,8.20334743377082,8.147288258706624,0.7273533343986658,6.555214634181859,7.792410255988483,8.763271761817098,9.701518236453325,0.08866543082210093
21,log_acs_proyec_kwh,167,7.95561200993639,7.983781068977451,0.10907367301168806,7.546974117516527,7.903670169411904,8.009628910352617,8.175885281751386,0.013710280601348756
22,superficie_util,196,48.14438775510204,48.6,8.251260611234864,17.5,46.325,52.2,74.3,0.17138572107733258
22,u_norm_muro_principal,196,1.5999999999999999,1.6,2.226132220018342e-16,1.6,1.6,1.6,1.6,1.3913326375114637e-16
22,u_norm_muro_secundario,196,1.5999999999999999,1.6,2.226132220018342e-16,1.6,1.6,1.6,1.6,1.3913326375114637e-16
22,u_norm_techo_principal,196,0.33,0.33,0.0,0.33,0.33,0.33,0.33,0.0
22,u_norm_techo_secundario,196,0.33,0.33,0.0,0.33,0.33,0.33,0.33,0.0
22,log_calef_proyec_kwh,196,7.920658497170811,7.92284070289439,0.5342774210183928,6.3835066348840055,7.583552821206969,8.274490497048086,9.24419092235132,0.06745366199151649
