document_id,superficie_util,zona_termica,tipo_inmueble,calef_proyec,acs_proyec,u_norm_muro_principal,u_norm_muro_secundario,u_norm_techo_principal,u_norm_techo_secundario,cluster_hdbscan,cluster_probability,cluster_is_noise
a509702018,55.0,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,43,1.0,False
ef528f2018,52.3,i,depto,"calefactor a gas natural, marca orbis de 9100 kcal/hr.","calefón a gas natural, marca neckar de 13 litros.",0.6,0.6,0.25,0.25,-1,0.0,True
101b792026,27.7,d,depto,no posee,caldera condensación,1.9,1.9,0.47,0.47,13,1.0,False
8cac0c2025,63.1,d,casa_aislada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,33,1.0,False
671adf2025,49.5,d,casa_pareada,no posee,calefont 11 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
ef9e902022,69.0,f,casa_aislada,electricidad,calefont 13 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
059c562024,47.0,e,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,34,1.0,False
0b32192024,50.5,d,depto,no posee,calefont 11 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
531e142026,58.2,d,depto,no posee,calefont tiro forzado,1.7,1.7,0.38,0.38,24,1.0,False
dbbdf22023,30.8,d,depto,no posee,caldera de condensación,1.9,1.9,0.47,0.47,28,1.0,False
2350002026,48.5,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,1.0,False
d832602024,29.4,d,depto,no considera,caldera con condensación,1.9,1.9,0.47,0.47,53,1.0,False
4e8b482021,60.0,f,casa_aislada,estufa a parafina marca toyotomi modelo ff-55 el que tiene,calefon marca mademsa modelo forzada tfm 10 eco gl/gn,1.6,1.6,0.33,0.33,-1,0.0,True
b4cb892026,59.9,a,depto,no posee,termo eléctrico,4.0,4.0,0.84,0.84,-1,0.0,True
e3cdbc2021,55.8,g,depto,no posee,calefont 7 litros tiro forzado,1.1,1.1,0.28,0.28,22,0.045976585582855785,False
54800a2023,56.6,c,casa_pareada,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,3,0.00339213025673568,False
286a632023,59.9,d,depto,no posee,calefont tiro forzado 13 litros,1.9,1.9,0.47,0.47,-1,0.0,True
9eb7232025,48.7,g,casa_aislada,no posee,calefon,1.1,1.1,0.28,0.28,17,1.0,False
3f56302025,53.1,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,39,1.0,False
10ff972024,43.7,d,depto,no posee,calefacción central mediante caldera de condensación,1.9,1.9,0.47,0.47,-1,0.0,True
5ade802025,51.8,c,depto,no posee,calefont 10 litros - splendid mvg tfi-10,4.0,4.0,0.0,0.0,-1,0.0,True
41b1502026,71.7,d,casa_pareada,sin sistema,calefont,1.9,1.9,0.47,0.47,-1,0.0,True
6211532020,43.7,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,42,1.0,False
44e8ee2025,48.6,d,casa_pareada,no posee,"calefont marca splendid, modelo tcsb7-3, 7 lts, potencia",1.9,1.9,0.47,0.47,-1,0.0,True
7056902023,55.5,a,depto,no posee,"termo eléctrico marca junkers, modelo elacell excellence",4.0,4.0,0.84,0.84,-1,0.0,True
7b9eff2023,46.0,d,depto,no posee,caldera de condensación,1.9,1.9,0.47,0.47,28,1.0,False
2907dd2024,49.8,g,depto,no posee,calefont 10 litros tiro forzado,1.1,1.1,0.28,0.28,23,1.0,False
789c4f2023,52.2,g,depto,no posee,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,22,1.0,False
cfe4012024,40.4,d,depto,"central térmica, 2 calderas tipo tank in tank heat master. uso","central térmica, 2 calderas tipo tank in tank heat master.",1.9,1.9,0.47,0.47,-1,0.0,True
080bd72025,47.0,e,casa_aislada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,33,0.012550881504633415,False
3b41892025,25.8,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
01bd752021,41.7,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,40,0.0,False
d72e9d2019,51.1,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,49,1.0,False
b0a26f2025,28.9,d,depto,no posee,sala de calderas,1.9,1.9,0.47,0.47,12,1.0,False
4ae25f2025,27.8,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,57,0.9500000038609141,False
84d0c12023,30.2,d,depto,no posee,5 calderas de gas natural genus premium evo hp 150 de 140,1.9,1.9,0.47,0.47,-1,0.0,True
356a432025,63.7,d,depto,central termica calderas de gas natural,central termica calderas de gas natural,1.9,1.9,0.47,0.47,-1,0.0,True
084b872024,50.9,d,depto,no posee,calefont tiro forzado,1.9,1.9,0.47,0.47,24,0.024526388758561498,False
63c6eb2024,49.6,d,casa_pareada,no posee,calefont glp,3.0,3.0,0.6,0.6,-1,0.0,True
b1563d2026,47.0,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,41,1.0,False
10d0e72023,50.0,i,casa_aislada,no posee,calefont 7 litros tiro forzado,,,,,-1,0.0,True
2fde7f2026,43.3,e,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,54,1.0,False
e79ac42020,57.2,b,depto,no posee,calefont 7 litros tiro forzado,3.0,3.0,0.6,0.6,-1,0.0,True
4341bf2025,94.7,d,casa_aislada,0,calefont 10 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
4bae7f2021,51.0,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,39,1.0,False
fa08342026,62.5,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
b4412f2026,53.0,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,-1,0.0,True
ed28cc2025,49.2,a,casa_pareada,no posee,calefont glp,4.0,4.0,0.84,0.84,-1,0.0,True
5786e42025,54.8,d,depto,calefactor electrico,calefont 12 litros gl,1.9,1.9,0.47,0.47,0,0.5214825142445386,False
3f8c322025,46.7,a,depto,no posee,"calefon junkers wd10 km e31 s4300, de 10 l y 18,2 kw",4.0,4.0,0.84,0.84,-1,0.0,True
4030242025,50.8,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,48,1.0,False
5426a42022,51.3,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,49,0.0,False
9210d22026,44.5,f,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,16,1.0,False
8759872025,66.8,d,casa_aislada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,33,1.0,False
589fc82019,29.7,f,depto,no posee,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,32,0.3391304163319646,False
8859982025,58.6,i,casa_pareada,no posee,calefont 7 litros tiro forzado,0.6,0.6,0.25,0.25,-1,0.0,True
080def2026,31.8,f,depto,radiador eléctrico,termo,1.6,1.6,0.33,0.33,-1,0.0,True
6a2dae2022,87.9,d,casa_aislada,radiador eléctrico,calefont tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
14ff142025,57.8,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,43,0.6153846153846154,False
f3a29c2021,53.3,d,depto,no posee,calefon,1.9,1.9,0.47,0.47,-1,0.0,True
384a462024,49.3,e,depto,no posee,calefont 13 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
b951052022,39.2,f,casa_aislada,no posee,calefont glp,1.6,1.6,0.33,0.33,19,1.0,False
fd3f392025,51.5,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,58,1.0,False
cf25062024,31.1,d,depto,no posee,caldera central a gas,1.9,1.9,0.47,0.47,30,1.0,False
6ab1652020,60.3,a,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,6,1.0,False
8809c62022,91.6,d,casa_pareada,no posee,calefont tiro forzado,1.7,1.7,0.38,0.38,7,1.0,False
9328472021,49.0,c,depto,no posee,cuatro calderas de condensación y cuatro cilindros de inercia,3.0,3.0,0.6,0.6,-1,0.0,True
9642182022,50.7,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,48,1.0,False
a677c92023,28.7,d,depto,no posee,central termica,1.9,1.9,0.47,0.47,38,1.0,False
a3a8702022,44.4,d,depto,no posee,caldera de condensación,1.9,1.9,0.47,0.47,28,1.0,False
e6759d2022,31.2,d,depto,no considera,caldera con condensación,1.9,1.9,0.47,0.47,53,1.0,False
6e4a612021,42.0,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,40,1.0,False
79442a2020,58.7,d,casa_pareada,no posee,calefont 10 litros tiro natural,1.7,1.7,0.38,0.38,-1,0.0,True
3e8ce92023,54.0,f,casa_pareada,no aplica,calefont glp,1.6,1.6,0.33,0.33,26,1.0,False
e973c12024,63.1,e,depto,sin sistema,calefont,1.7,1.7,0.38,0.38,35,1.0,False
31ac552024,53.6,a,depto,no posee,"calefon splendid mvg tfi de 10 litros, de 17,6 kw potencia",4.0,4.0,0.84,0.84,4,1.0,False
40c3bc2022,52.7,d,depto,no posee,el edificio cuenta con 4 calderas tipo mural de condensación,1.9,1.9,0.47,0.47,-1,0.0,True
fa3c7f2020,51.6,d,casa_pareada,estufa kerosene 3 kw,calefon tiro natural 10 lts +sst,1.7,1.7,0.38,0.38,1,1.0,False
a217702024,42.4,f,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,31,1.0,False
e28db32024,93.8,d,casa_aislada,estufa a gas,calefont,1.9,1.9,0.47,0.47,-1,0.0,True
6e89682025,48.5,d,depto,no posee,"en definición, se utiliza por defecto en precalificación.",1.9,1.9,0.47,0.47,-1,0.0,True
cca86c2020,42.4,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,40,0.0,False
90349e2023,58.7,d,casa_aislada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,33,0.037811515147903374,False
f5e76d2024,49.4,d,depto,no posee,calefont tiro forzado,1.9,1.9,0.47,0.47,24,0.024526388758561498,False
6761122022,55.4,a,depto,no posee,"calefon splendid, master mvg tfi 10, 10 litros, gas licuado",4.0,4.0,0.84,0.84,-1,0.0,True
8885932019,41.2,f,depto,no posee,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,32,0.974999963321316,False
a0b3762023,44.4,c,casa_pareada,no posee,calefon tiro natural marca splendid modelo,4.0,4.0,0.0,0.0,-1,0.0,True
753d8d2023,30.5,d,depto,no posee,caldera central a gas,1.9,1.9,0.47,0.47,30,1.0,False
42170e2024,34.3,d,depto,"central térmica, 2 calderas tipo tank in tank heat master. uso","central térmica, 2 calderas tipo tank in tank heat master.",1.9,1.9,0.47,0.47,-1,0.0,True
a747be2021,59.3,d,casa_pareada,no posee,calefón,1.9,1.9,0.47,0.47,-1,0.0,True
2009512021,92.0,d,casa_aislada,no posee,calefont,1.9,1.9,0.47,0.47,-1,0.0,True
67394a2021,48.4,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,60,1.0,False
7d428e2021,57.3,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,-1,0.0,True
dda0db2025,49.8,g,depto,no posee,calefont 10 litros tiro forzado,1.6,1.6,0.33,0.33,23,1.0,False
bbb0d32021,70.8,d,casa_pareada,no posee,calefón,1.9,1.9,0.47,0.47,-1,0.0,True
4134bf2023,57.7,d,depto,no posee,calefont tiro forzado,1.7,1.7,0.38,0.38,24,1.0,False
0c4f092026,47.6,c,depto,no posee,caldera a condensación,4.0,4.0,0.84,0.84,-1,0.0,True
3630792021,59.3,d,casa_pareada,no posee,calefón,1.9,1.9,0.47,0.47,-1,0.0,True
51bdcc2022,65.2,d,depto,calefactores eléctricos,centralizado con caldera de condensación y estanques de,1.9,1.9,0.47,0.47,-1,0.0,True
5db6b62022,35.3,d,depto,losa radiante mediante bomba de calor aerotérmica,bomba de calor aerotérmica,1.9,1.9,0.47,0.47,-1,0.0,True
bff2b12025,48.3,e,casa_aislada,no posee,calefont glp,1.7,1.7,0.38,0.38,21,1.0,False
8bc8b12023,53.5,d,casa_aislada,no posee,calefont 13 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
d952dc2025,48.5,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,1.0,False
5d2b6b2024,31.0,d,depto,no posee,el edificio cuenta con 3 calderas de gas natural sime modelo,1.9,1.9,0.47,0.47,-1,0.0,True
a3ebb02025,57.8,f,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,31,1.0,False
f669442023,31.2,d,depto,no considera,caldera con condensación,1.9,1.9,0.47,0.47,53,1.0,False
0fd0372021,47.4,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,-1,0.0,True
d903d82025,23.9,d,depto,no posee,calderas de condensación,1.9,1.9,0.47,0.47,-1,0.0,True
15401a2019,41.2,f,depto,no posee,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,32,0.974999963321316,False
7e18522026,47.0,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,41,1.0,False
87dac82021,51.9,f,depto,no posee,calefont 10 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
3c0cdd2024,29.0,d,depto,no posee,central termica,1.9,1.9,0.47,0.47,38,1.0,False
060a992025,57.8,e,depto,no posee,calefont,1.7,1.7,0.38,0.38,-1,0.0,True
37533a2025,48.6,d,casa_pareada,no posee,"calefont marca splendid, modelo tcsb7-3, 7 lts, potencia",1.9,1.9,0.47,0.47,-1,0.0,True
07987b2024,55.3,d,casa_aislada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,33,0.4743589753743364,False
d460ab2023,118.9,d,casa_aislada,sin sistema instalado. se dejan instalaciones para caldera,dos calefon 15 litros marca junker modelo wtd15 km e23.,1.9,1.9,0.47,0.47,-1,0.0,True
d5731e2025,51.0,a,depto,calefactor electrico,calefont 12 litros gl,4.0,4.0,0.84,0.84,-1,0.0,True
f13ad42026,46.6,e,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,54,1.0,False
6082ec2023,79.7,d,casa_pareada,no posee,calefont,1.9,1.9,0.47,0.47,10,0.655367237948189,False
05015c2021,55.5,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,45,1.0,False
aed34d2021,51.0,d,depto,no considera,calefont 11 litros,3.0,3.0,0.6,0.6,-1,0.0,True
c5e64a2025,57.8,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,43,0.6153846153846154,False
3c18e12023,57.8,c,depto,no posee,calefont 7 litros tiro forzado,3.0,3.0,0.6,0.6,51,0.6727272441373634,False
c890132021,39.7,d,depto,no posee,calefon de condensación,1.9,1.9,0.47,0.47,50,0.00881953798648314,False
b1af3f2026,47.6,d,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,56,1.0,False
8a6aa42022,28.7,d,depto,no existe,sistema de calentamiento de agua con estanque eléctrico,1.9,1.9,0.47,0.47,-1,0.0,True
d540b62019,50.6,f,depto,no posee,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,32,1.0,False
b676922024,29.3,g,depto,no posee,calefont individual. gas licuado,1.6,1.6,0.33,0.33,-1,0.0,True
5722f02022,35.3,d,depto,losa radiante mediante bomba de calor aerotérmica,bomba de calor aerotérmica,1.9,1.9,0.47,0.47,-1,0.0,True
bc1b362022,48.0,d,depto,no posee,calefont 10 litros tiro forzado,1.9,1.9,0.47,0.47,11,1.0,False
e9d1ab2020,41.2,i,casa_aislada,split inverter marca fujitsu modelo acy50 uia-ll.,"calefont ionizado- gas licuado, marca splendid, modelo beyond",,,,,-1,0.0,True
54f5782026,48.6,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,60,1.0,False
7df02a2025,37.4,d,depto,split inverter,termo eléctrico,1.9,1.9,0.47,0.47,-1,0.0,True
9728092020,70.2,d,casa_aislada,no posee,calefont 13 litros tiro forzado,3.0,3.0,0.6,0.6,-1,0.0,True
08ddc42026,42.8,e,depto,sin sistema,caldera a condensación,1.7,1.7,0.38,0.38,-1,0.0,True
fcb7052026,47.0,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,41,1.0,False
ba722d2019,55.5,e,casa_aislada,no posee,calefont glp,1.7,1.7,0.38,0.38,21,0.058823524067939004,False
4692a52023,52.7,a,depto,no posee,"calefon splendid mvg tfi de 10 litros, de 17,6 kw potencia",4.0,4.0,0.84,0.84,4,1.0,False
f725732022,47.2,f,casa_pareada,no posee,calefont glp,1.7,1.7,0.38,0.38,27,0.0,False
be072f2025,42.8,d,depto,no posee,calefont 10 litros tiro forzado,1.9,1.9,0.47,0.47,11,1.0,False
fbe2f52026,26.7,d,depto,no posee,sala de calderas,1.9,1.9,0.47,0.47,12,1.0,False
a54dbe2025,36.0,d,depto,no posee,"calefón mural de condensación, instalado en batería (conexión",1.9,1.9,0.47,0.47,-1,0.0,True
0ecf2a2022,48.0,d,depto,no posee,calefont 10 litros tiro forzado,1.9,1.9,0.47,0.47,11,1.0,False
827d752019,47.2,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,61,1.0,False
b8869d2019,60.0,a,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,6,1.0,False
d919a02023,82.4,d,depto,radiador eléctrico,temo eléctrico,1.9,1.9,0.47,0.47,-1,0.0,True
1d5a152023,55.8,i,depto,"calefactor de tiro natural modelo 4990tc, marca orbis, potencia","calefon de tiro forzado digital de 13 litros- marca spendid,",0.6,0.6,0.25,0.25,-1,0.0,True
9bd00b2024,52.8,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,39,1.0,False
faf5f12023,55.7,e,casa_pareada,no posee,sistema aquatank 270 con bomba de calor para acs y,1.7,1.7,0.38,0.38,-1,0.0,True
e677902022,29.8,d,depto,no posee,termo eléctrico,1.9,1.9,0.47,0.47,8,1.0,False
596a322019,51.1,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,49,1.0,False
3e142d2021,52.1,d,casa_pareada,no posee,calefont 10 litros tiro forzado,1.7,1.7,0.38,0.38,36,0.02654312861602531,False
93c1cb2024,40.9,d,depto,no posee,calefont glp,3.0,3.0,0.6,0.6,37,0.0,False
c5e8842023,46.0,d,depto,no posee,caldera de condensación,1.9,1.9,0.47,0.47,28,1.0,False
7b71d32021,49.8,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,39,1.0,False
04957e2022,41.4,d,depto,no posee,caldera con condensación,1.9,1.9,0.47,0.47,52,1.0,False
5488e02023,60.0,g,depto,no posee,calefont 7 litros tiro forzado,1.1,1.1,0.28,0.28,22,0.045976585582855785,False
abfdb52022,45.7,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,40,0.0,False
4ee97f2023,52.4,c,depto,no posee,calefont,3.0,3.0,0.6,0.6,-1,0.0,True
ed26212022,30.8,d,depto,no posee,el edificio cuenta con 2 calderas sime 2r10 de 154.500 kcal/h,1.9,1.9,0.47,0.47,28,0.01356852102694272,False
881f472019,47.2,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,61,1.0,False
43c07d2024,57.0,e,casa_pareada,no posee,calefont. gas licuado,1.7,1.7,0.38,0.38,-1,0.0,True
fd1ad42019,29.1,d,depto,no considera sistema de calefacción.,sistema individual termo eléctrico con encendido automático.,1.9,1.9,0.47,0.47,-1,0.0,True
adddb02026,21.4,d,depto,no posee,termo eléctrico marca winter 80 litros.,1.9,1.9,0.47,0.47,-1,0.0,True
9ab3732022,27.2,d,depto,no posee,caldera con condensación,1.9,1.9,0.47,0.47,52,1.0,False
2ebe522023,50.4,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
1cb68b2025,49.8,b,depto,no posee,"calefont 10 litros tiro forzado, cámara abierta",4.0,4.0,0.84,0.84,-1,0.0,True
bb33752021,46.1,d,casa_pareada,no posee,calefont 10 litros tiro forzado,1.9,1.9,0.47,0.47,36,1.0,False
cd3a0e2025,48.7,g,casa_aislada,no posee,calefont 10 litros tiro forzado,1.1,1.1,0.28,0.28,17,1.0,False
c42b3c2025,53.1,c,casa_pareada,0,"calefón junkers smart wr13-2 km e31 s4305 13 litros, gas",4.0,4.0,0.84,0.84,-1,0.0,True
09f0ea2025,58.7,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,43,0.6153846153846154,False
d2718a2025,45.9,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,59,1.0,False
f26da02025,43.3,e,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,54,1.0,False
e307cd2025,44.1,d,depto,no posee,calefont 11 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
b238ae2022,42.8,d,depto,no posee,calefont 10 litros tiro forzado,1.9,1.9,0.47,0.47,11,1.0,False
a039912024,63.1,d,depto,sin sistema,calefont,1.9,1.9,0.47,0.47,50,0.00881953798648314,False
b010382024,33.8,d,depto,no posee,central térmica. caldera de condensación con acumuladores,1.9,1.9,0.47,0.47,-1,0.0,True
e472dd2026,57.8,e,depto,sin sistema,calefont tiro forzado 13 lts,1.7,1.7,0.38,0.38,35,1.0,False
f321a62021,48.0,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,0.0,False
7af9d92026,58.6,i,casa_pareada,no posee,calefont 7 litros tiro forzado,0.6,0.6,0.25,0.25,-1,0.0,True
bd62992019,47.2,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,61,1.0,False
8126d42026,67.6,e,depto,sin sistema,calefont tiro forzado 13 lts,1.7,1.7,0.38,0.38,35,1.0,False
78edde2022,67.6,d,casa_aislada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,33,0.037811515147903374,False
e9b3d42021,43.3,e,casa_aislada,no posee,calefont glp,1.7,1.7,0.38,0.38,21,0.14285714285714285,False
f5b19c2024,33.8,d,depto,no posee,central térmica. caldera de condensación con acumuladores,1.9,1.9,0.47,0.47,-1,0.0,True
09952c2023,29.0,d,depto,no considera,calefon con condensación,1.9,1.9,0.47,0.47,-1,0.0,True
6bf5a42021,43.5,g,depto,no posee,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,22,1.0,False
2c52712025,30.7,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,57,1.0,False
91d79a2021,75.3,c,depto,no posee,cuatro calderas de condensación y cuatro cilindros de inercia,3.0,3.0,0.6,0.6,-1,0.0,True
f850112021,57.9,d,casa_pareada,no posee,calefont 10 litros,3.0,3.0,0.6,0.6,-1,0.0,True
bf47d52023,49.2,d,depto,no posee,calefon,1.9,1.9,0.47,0.47,-1,0.0,True
a78f412019,87.4,d,casa_aislada,no posee,calefont 10 litros tiro forzado,1.0,1.0,0.0,0.0,2,1.0,False
308f9b2024,45.9,d,depto,no posee,el edificio cuenta con 3 calderas de gas natural condexa,1.9,1.9,0.47,0.47,-1,0.0,True
2f34612026,28.0,d,depto,no posee,caldera condensación,1.9,1.9,0.47,0.47,13,1.0,False
62b9392025,49.3,d,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,56,0.37500002413071515,False
2d24ae2023,79.0,d,depto,radiador eléctrico,temo eléctrico,1.9,1.9,0.47,0.47,-1,0.0,True
bedafc2022,116.1,c,casa_aislada,no posee,calefont junkers 16 litros w16-kme con potencia nominal de,4.0,4.0,0.84,0.84,-1,0.0,True
655f8b2025,50.1,a,depto,no posee,"calefon junkers wd10 km e31 s4300, de 10 l y 18,2 kw",4.0,4.0,0.84,0.84,-1,0.0,True
6379b12025,31.8,e,depto,no aplica,termos eléctricos murales para cada departamento,1.7,1.7,0.38,0.38,-1,0.0,True
b06df52024,44.1,e,casa_pareada,no posee,calefont glp,1.7,1.7,0.38,0.38,25,1.0,False
af9f8d2024,54.7,e,casa_pareada,no posee,calefont glp,1.7,1.7,0.38,0.38,25,1.0,False
199a902021,47.9,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,0.0,False
cf905c2021,27.9,d,depto,no posee,estanque eléctrico 189 l,1.9,1.9,0.47,0.47,-1,0.0,True
9603982025,46.3,d,depto,no posee,sistema centralizado a gas natural.,1.9,1.9,0.47,0.47,-1,0.0,True
8f5c052021,78.2,d,casa_pareada,no posee,calefont,1.7,1.7,0.38,0.38,9,1.0,False
20970c2020,51.1,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,49,1.0,False
7850642025,60.7,c,casa_aislada,no posee,calefón tiro forzado marca splendid modelo master 10 y 13,4.0,4.0,0.84,0.84,-1,0.0,True
abbeb82020,30.4,g,depto,no considera,"calefon, tiro forzado",1.6,1.6,0.33,0.33,-1,0.0,True
feabfe2020,60.0,d,depto,no posee,caldera de condensación,1.9,1.9,0.47,0.47,28,0.41666667202904745,False
ebc54a2022,30.1,e,depto,no posee,calefont 7 litros tiro forzado,1.0,1.0,0.0,0.0,2,0.9619388548699274,False
b0da7d2025,28.6,d,depto,no posee,calderas de condensación,1.9,1.9,0.47,0.47,38,0.004070556255695922,False
06b23c2025,57.0,a,depto,no posee,"calefón mademsa forced 10 eco gl, 10 litros, gas licuado",4.0,4.0,0.84,0.84,-1,0.0,True
6c877b2022,52.3,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,47,1.0,False
3c0b912020,57.2,b,depto,no posee,calefont 7 litros tiro forzado,3.0,3.0,0.6,0.6,-1,0.0,True
ab5c432023,69.8,d,casa_pareada,no posee,"calefont 13 litros neckar marca junkers, gas licuado.",1.9,1.9,0.47,0.47,-1,0.0,True
c4a4072024,41.9,d,depto,no posee,termo eléctrico 150 l,1.9,1.9,0.47,0.47,-1,0.0,True
8c857b2025,102.0,d,casa_aislada,no posee,calefon gas natural 13 litros,1.9,1.9,0.47,0.47,-1,0.0,True
5411c62025,56.9,g,casa_pareada,no posee,calefont glp,1.1,1.1,0.28,0.28,-1,0.0,True
e316ea2024,44.9,d,depto,losa radiante,caldera de condensacion,1.9,1.9,0.47,0.47,-1,0.0,True
84ec162026,51.2,e,casa_aislada,no posee,calefont glp,1.7,1.7,0.38,0.38,21,0.1599999901160597,False
6b35622023,89.5,d,casa_aislada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,33,0.5692307794656191,False
e77cef2026,44.8,f,casa_pareada,bomba de calor tipo aire acondicionado aire-aire,calefont 7l gl splendid master,1.7,1.7,0.38,0.38,-1,0.0,True
26734a2025,51.3,i,casa_aislada,caldera a gas - gaz 6000 w- marca bosch,caldera a gas - gaz 6000 w- marca bosch,0.6,0.6,0.25,0.25,-1,0.0,True
f6567d2026,44.9,f,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,31,1.0,False
9c86bf2021,46.2,f,casa_pareada,no posee,calefont glp,1.7,1.7,0.38,0.38,27,1.0,False
2507a82026,43.8,d,depto,no posee,calefont 13 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
523a362020,44.3,e,casa_pareada,no posee,calefont glp,1.7,1.7,0.38,0.38,25,1.0,False
3aff392025,46.6,f,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,31,1.0,False
9855e52023,46.9,d,depto,no posee,caldera a condensación,1.9,1.9,0.47,0.47,18,1.0,False
